player_id,player_name,date_of_birth,height,citizenship,foot
22491,Lindegaard,450649800,193,Dänemark,FootType.right
63494,Capoue,584569800,189,Frankreich,FootType.right
200777,Pritchard,736374600,168,England,FootType.right
34870,Soldado,485987400,180,Spanien,FootType.right
95810,Trippier,653689800,173,England,FootType.right
255916,Yedlin,742163400,173,Vereinigte Staaten,FootType.right
14221,Lennon,545517000,165,England,FootType.right
27114,Kaboul,505168200,192,Frankreich,FootType.right
177952,Archer,734560200,190,Schottland,FootType.right
127160,Stambouli,650493000,180,Frankreich,FootType.right
82215,Khumalo,536877000,189,Südafrika,FootType.right
124845,Hall,688681800,192,England,FootType.right
210983,Gomelt,789424200,185,Kroatien,FootType.left
243587,Miles,733350600,188,England,FootType.right
123261,Chiriches,626992200,184,Rumänien,FootType.right
243589,Onomah,862086600,185,England,FootType.right
140191,Fredericks,718662600,181,England,FootType.right
55508,Holtby,653603400,176,Deutschland,FootType.left
61842,Townsend,679609800,181,England,FootType.left
57229,Paulinho,585779400,183,Brasilien,FootType.right
166640,Ceballos,723328200,173,Spanien,FootType.left
134294,Ings,711837000,177,England,FootType.right
262545,Randall,814221000,180,England,FootType.right
55247,Bogdán,559686600,194,Ungarn,FootType.right
203026,Ward,740694600,191,Wales,FootType.right
85177,Clyne,670797000,175,England,FootType.right
131789,Roberto Firmino,686349000,181,Brasilien,FootType.right
175745,Smith,765837000,177,Australien,FootType.left
243591,Vigouroux,753654600,194,Chile,FootType.right
3476,Friedel,43360200,0,Vereinigte Staaten,FootType.right
222813,Grujic,829341000,191,Serbien,FootType.right
200782,Stewart,747347400,182,Jamaika,FootType.right
128912,Wisdom,736893000,186,England,FootType.right
256178,Gomez,864333000,188,England,FootType.right
295313,Awoniyi,871331400,183,Nigeria,FootType.right
45314,Fazio,542925000,195,Argentinien,FootType.right
236510,Ojo,866665800,179,England,FootType.left
50201,Benteke,660169800,190,Belgien,FootType.right
8883,Adebayor,446589000,192,Togo,FootType.right
268258,Páez,776464200,192,Spanien,FootType.right
121280,Caulker,693952200,191,Sierra Leone,FootType.right
139208,van Dijk,678918600,193,Niederlande,FootType.right
126737,Juanmi,737843400,172,Spanien,FootType.right
102427,Coates,655245000,196,Uruguay,FootType.right
3881,Johnson,462054600,182,England,FootType.both
148368,Origi,798150600,189,Belgien,FootType.right
3109,Gerrard,328480200,183,England,FootType.right
128220,Luis Alberto,717625800,183,Spanien,FootType.right
49655,Lambert,382653000,187,England,FootType.right
162029,Manquillo,768083400,178,Spanien,FootType.right
35571,José Enrique,506809800,184,Spanien,FootType.left
112988,Soares,683584200,171,Portugal,FootType.right
129627,Austin,615587400,188,England,FootType.right
95295,Yesil,769811400,180,Deutschland,FootType.right
72047,Aspas,554761800,176,Spanien,FootType.left
45146,Balotelli,650406600,189,Italien,FootType.right
144303,Markovic,762553800,175,Serbien,FootType.right
4042,Jones,385331400,194,Australien,FootType.left
104223,Clasie,677968200,169,Niederlande,FootType.right
96754,Borini,670192200,180,Italien,FootType.right
177859,Ilori,730672200,190,Portugal,FootType.right
270296,Biabi,826230600,188,Schottland,FootType.right
227183,Gallagher,811110600,193,England,FootType.right
247647,Seager,823465800,176,England,FootType.right
123742,Ramírez,660083400,183,Uruguay,FootType.left
75890,Nordfeldt,614550600,190,Schweden,FootType.right
45403,Ayew,629843400,175,Ghana,FootType.left
4311,Stekelenburg,401488200,197,Niederlande,FootType.right
55709,Mayuka,659133000,178,Sambia,FootType.right
15220,Boruc,319840200,193,Polen,FootType.right
298477,McBurnie,833833800,188,Schottland,FootType.right
27805,Elia,540160200,176,Niederlande,FootType.right
226965,Isgrove,726784200,178,Wales,FootType.right
163744,Stephens,759616200,185,England,FootType.right
84481,Éder,567117000,190,Portugal,FootType.both
91251,Martina,622672200,185,Curacao,FootType.right
94307,Djuricic,696717000,181,Serbien,FootType.right
66413,Tabanou,602109000,178,Frankreich,FootType.left
4624,Hooiveld,419805000,193,Niederlande,FootType.left
68306,Paloschi,631398600,183,Italien,FootType.right
37389,Osvaldo,505859400,182,Italien,FootType.right
120241,Richards,671401800,174,Wales,FootType.right
37011,Dyer,565129800,165,England,FootType.right
374889,Gorré,780784200,178,Curacao,FootType.right
7337,Tate,399760200,185,England,FootType.right
70789,Michu,511734600,185,Spanien,FootType.left
184398,Kingsley,774909000,178,Schottland,FootType.left
71292,Shelvey,699136200,184,England,FootType.right
130216,Alfei,698790600,180,Wales,FootType.right
169566,King,813357000,180,Schottland,FootType.right
197910,Shephard,785449800,178,Wales,FootType.right
72768,Oliveira,681597000,186,Portugal,FootType.right
125467,Obeng,603405000,173,England,FootType.right
488,Tremmel,280009800,0,Deutschland,FootType.right
164389,Donnelly,698358600,188,Nordirland,FootType.right
63342,Fer,631485000,188,Niederlande,FootType.right
89648,Cornell,670105800,186,Wales,FootType.right
29356,Tiendalli,498688200,176,Niederlande,FootType.right
171260,Fulton,765405000,185,Schottland,FootType.right
265471,Grimes,805753800,178,England,FootType.left
189070,Barrow,718921800,176,Gambia,FootType.left
81999,Joselu,638483400,192,Spanien,FootType.right
333782,Telford,849731400,175,England,FootType.left
107617,Dionatan Teixeira,711923400,193,Slowakei,FootType.left
242417,Waring,786313800,196,England,FootType.right
13616,Wilkinson,460585800,180,England,FootType.right
61012,Ness,667859400,178,Schottland,FootType.left
138335,Haugaard,704665800,199,Dänemark,FootType.right
225068,Grant,759270600,191,Australien,FootType.right
130756,Imbula,716243400,186,DR Kongo,FootType.left
29434,Cabaye,506032200,173,Frankreich,FootType.right
86792,Shaqiri,687040200,169,Schweiz,FootType.left
3146,Given,198793800,185,Irland,FootType.right
58361,Palacios,459894600,181,Honduras,FootType.right
2998,Huth,461622600,191,Deutschland,FootType.right
15760,Afellay,512771400,181,Niederlande,FootType.right
73734,Nzonzi,598134600,196,Frankreich,FootType.right
3473,Sörensen,203373000,196,Dänemark,FootType.right
13427,Sidwell,408659400,183,England,FootType.right
53173,Wollscheid,605133000,0,Deutschland,FootType.right
12516,Odemwingie,363990600,181,Nigeria,FootType.right
95976,McCarthy,628633800,193,England,FootType.right
244222,Chambers,772317000,196,England,FootType.left
233998,Ladapo,728512200,183,England,FootType.right
33249,Garvan,570400200,183,Irland,FootType.left
295073,Perntreou,789510600,189,Albanien,FootType.right
61561,Bannan,628461000,169,Schottland,FootType.left
12693,Dobbie,407881800,178,Schottland,FootType.right
244125,Boateng,821046600,182,England,FootType.left
45693,Murray,433283400,186,England,FootType.right
261367,Dymond,779315400,0,England,FootType.right
353674,Anderson,797113800,175,England,FootType.right
13350,Price,459030600,191,Wales,FootType.right
135038,Hunt,660429000,175,England,FootType.right
170322,Williams,750112200,168,Wales,FootType.left
46791,Sako,578003400,183,Mali,FootType.left
29974,McCarthy,423174600,185,Irland,FootType.right
177953,Kettings,719958600,193,Schottland,FootType.right
183284,Inniss,802297800,197,England,FootType.right
95435,Wickham,733523400,189,England,FootType.right
28801,Ramage,438294600,185,England,FootType.right
203828,McLaughlin,797891400,178,Irland,FootType.right
14259,Alcaraz,396822600,187,Paraguay,FootType.right
11111,Funes Mori,668118600,187,Argentinien,FootType.left
129476,Deulofeu,763504200,177,Spanien,FootType.right
348623,Holgate,845929800,187,England,FootType.right
52432,Felipe Mattioni,592864200,177,Brasilien,FootType.right
156941,Lundstram,761517000,181,England,FootType.right
121260,McAleny,713565000,178,England,FootType.right
3560,Thomas,417213000,177,England,FootType.left
238988,Rodríguez,722118600,179,Uruguay,FootType.right
21333,McGeady,512944200,180,Irland,FootType.both
3356,Distin,251065800,192,Frankreich,FootType.left
74768,Guédioura,500589000,178,Algerien,FootType.right
184381,Tarashaj,792102600,176,Schweiz,FootType.right
110860,Garbutt,737929800,180,England,FootType.left
209781,Niasse,640384200,182,Senegal,FootType.right
12763,Naismith,527027400,178,Schottland,FootType.right
220755,Pennington,781389000,185,England,FootType.right
3276,Ameobi,371680200,191,Nigeria,FootType.right
215840,Júnior,695680200,172,Guinea-Bissau,FootType.right
258311,Westley,760307400,182,England,FootType.right
242413,Langton,811629000,0,England,FootType.left
101213,Obiang,701641800,186,Äquatorialguinea,FootType.right
236953,Byram,748125000,183,England,FootType.right
345961,Parfitt-Williams,844115400,172,Bermuda,FootType.right
37647,Payet,543961800,175,Frankreich,FootType.right
183286,Poyet,797286600,180,Uruguay,FootType.right
104124,Antonio,638569800,180,Jamaika,FootType.right
186269,Hendrie,789510600,178,Schottland,FootType.left
120630,Emenike,547590600,182,Nigeria,FootType.right
157907,Henry,735251400,188,Kanada,FootType.right
51321,Randolph,547763400,187,Irland,FootType.right
135853,Lanzini,729721800,167,Argentinien,FootType.right
264220,Burke,841609800,189,England,FootType.right
48002,Ogbonna,580336200,191,Italien,FootType.left
25742,Jelavic,493936200,188,Kroatien,FootType.both
314295,Oxford,913753800,190,England,FootType.right
242606,Cullen,828822600,175,Irland,FootType.right
27394,Song,558131400,185,Kamerun,FootType.right
46831,Maïga,557613000,185,Mali,FootType.left
207037,Potts,766182600,173,England,FootType.left
4063,Downing,459289800,180,England,FootType.left
39883,Amalfitano,480112200,178,Frankreich,FootType.right
3950,Nolan,393712200,183,England,FootType.right
15921,Jarvis,517091400,173,England,FootType.right
3692,Jääskeläinen,167085000,191,Finnland,FootType.right
191320,Maguire,767737800,175,Irland,FootType.right
85935,McClean,609193800,180,Irland,FootType.left
54576,Blanco,574374600,168,Argentinien,FootType.both
1368,Demel,361225800,0,Elfenbeinküste,FootType.right
207009,Gordon,818281800,178,England,FootType.right
74590,Sandro,605910600,187,Brasilien,FootType.right
80197,Rondón,621894600,186,Venezuela,FootType.right
29091,Nenê,364336200,181,Brasilien,FootType.left
73482,Chester,601504200,177,Wales,FootType.right
26456,Zárate,543011400,175,Argentinien,FootType.right
214776,McCallum,743805000,191,England,FootType.right
6855,Samaras,477779400,193,Griechenland,FootType.right
64308,Ideye,592432200,181,Nigeria,FootType.right
3179,Cole,434752200,191,England,FootType.right
292417,Gray,835907400,183,England,FootType.right
214056,Amartey,787955400,186,Ghana,FootType.right
225083,Kanté,670192200,171,Frankreich,FootType.right
141349,O'Neil,744064200,181,England,FootType.right
79642,Okazaki,513981000,175,Japan,FootType.right
121269,Watson,741990600,185,England,FootType.right
55687,De Laet,596665800,184,Belgien,FootType.right
316125,Chilwell,851113800,180,England,FootType.left
4241,Lescott,398291400,191,England,FootType.left
19041,Inler,457129800,183,Schweiz,FootType.both
229970,Lawrence,758406600,175,Wales,FootType.right
3296,Konchesky,358720200,178,England,FootType.left
137669,Davidson,678141000,182,Australien,FootType.left
50477,Benalouane,543875400,185,Tunesien,FootType.right
36608,Dorrans,547158600,177,Schottland,FootType.right
4115,Baird,383430600,185,Nordirland,FootType.right
67283,Hamer,564352200,193,England,FootType.right
251914,Blyth,713737800,191,England,FootType.right
6636,Fuchs,513203400,187,Österreich,FootType.left
45272,Mulumbu,538518600,177,DR Kongo,FootType.right
33963,Nugent,483827400,180,England,FootType.right
190514,Stankevicius,812665800,191,Litauen,FootType.right
169096,Davis,752877000,183,England,FootType.right
272036,Sesay,775773000,188,Sierra Leone,FootType.right
51152,Mitrović,779661000,189,Serbien,FootType.right
49499,Wijnaldum,658269000,175,Niederlande,FootType.right
3273,Upson,293229000,185,England,FootType.left
184892,Thauvin,727993800,181,Frankreich,FootType.left
7520,Cambiasso,335392200,177,Argentinien,FootType.left
33065,Hammond,415830600,182,England,FootType.right
27053,Logan,514153800,188,Irland,FootType.right
128906,Moore,728425800,185,Jamaika,FootType.right
49101,Taylor-Fletcher,360448200,183,England,FootType.right
10501,Gallagher,463437000,185,Schottland,FootType.right
149237,Knockaert,690582600,172,Frankreich,FootType.left
108725,Wood,692051400,191,Neuseeland,FootType.right
163532,Smith,722464200,0,England,FootType.right
134258,Dawson,718230600,175,England,FootType.right
46580,Kramaric,677277000,177,Kroatien,FootType.right
48411,Bakayogo,524608200,175,Elfenbeinküste,FootType.left
168408,Satka,817849800,188,Slowakei,FootType.right
51540,Saivet,656886600,175,Senegal,FootType.right
251664,Toney,826921800,185,England,FootType.right
250431,Sterry,816899400,180,England,FootType.right
204354,Campbell,788905800,169,England,FootType.right
111036,Abeid,713046600,178,Algerien,FootType.right
258188,Aarons,816467400,178,Jamaika,FootType.left
84344,Santon,662761800,187,Italien,FootType.right
10642,Williamson,437085000,194,England,FootType.right
158697,Bigirimana,751235400,175,Burundi,FootType.right
226049,Woodman,857421000,188,England,FootType.right
203348,Mbemba,776291400,182,DR Kongo,FootType.right
92381,Ameobi,704665800,190,England,FootType.left
183321,Mbabu,798237000,184,Schweiz,FootType.right
113707,Cabella,636841800,172,Frankreich,FootType.right
39909,Marveaux,513894600,172,Frankreich,FootType.left
62052,Ferguson,679264200,175,Nordirland,FootType.left
76560,Vuckic,714342600,186,Slowenien,FootType.left
75287,Doumbia,567894600,179,Elfenbeinküste,FootType.both
250426,Armstrong,855520200,173,England,FootType.right
36500,Toivonen,520720200,189,Schweden,FootType.right
218140,Honeyman,778969800,173,England,FootType.right
248045,Watmore,763072200,175,England,FootType.right
60573,M'Vila,646605000,183,Frankreich,FootType.right
103565,Khazri,665958600,176,Tunesien,FootType.right
38497,Lens,564697800,178,Niederlande,FootType.right
13058,Eboué,423520200,178,Elfenbeinküste,FootType.right
108878,Matthews,695248200,178,Wales,FootType.right
57420,Koné,602281800,188,Elfenbeinküste,FootType.right
33785,Taylor,461709000,179,England,FootType.right
39010,Gómez,485728200,178,Spanien,FootType.left
128895,Alnwick,740262600,187,England,FootType.left
26443,Gutiérrez,426198600,184,Argentinien,FootType.right
76077,Álvarez,576793800,188,Argentinien,FootType.left
43261,Obertan,604441800,186,Frankreich,FootType.right
94783,Vergini,586557000,191,Argentinien,FootType.right
93795,Ferreyra,668896200,183,Argentinien,FootType.right
49734,Kirchhoff,654726600,195,Deutschland,FootType.right
44855,N'Doye,477779400,186,Senegal,FootType.right
3562,Harper,163974600,188,England,FootType.right
126665,Gueye,622758600,174,Senegal,FootType.right
218144,Mandron,781821000,191,Frankreich,FootType.left
204103,Traoré,822515400,178,Spanien,FootType.right
130164,Pickford,762985800,185,England,FootType.left
77329,Buckley,627597000,183,England,FootType.right
169090,Ba,731277000,183,Mauretanien,FootType.right
31579,Johnson,553206600,182,England,FootType.left
87422,Roberge,550182600,189,Zypern,FootType.left
241229,Amavi,763158600,176,Frankreich,FootType.left
40612,Bridcutt,610576200,175,Schottland,FootType.right
164771,Veretout,730931400,177,Frankreich,FootType.right
5668,Réveillère,311027400,180,Frankreich,FootType.right
108354,Ayew,684534600,182,Ghana,FootType.right
84835,Giaccherini,484086600,167,Italien,FootType.right
47659,Pantilimon,539123400,203,Rumänien,FootType.right
35099,Fletcher,543702600,185,Schottland,FootType.left
29152,Graham,492640200,183,England,FootType.right
222014,Dixon,755382600,193,England,FootType.right
136647,Mavrias,761776200,178,Griechenland,FootType.right
39908,Gestede,592432200,193,Benin,FootType.right
251289,Lyden,822947400,183,Australien,FootType.right
111426,Siegrist,696803400,196,Schweiz,FootType.right
62638,Baker,672352200,189,England,FootType.left
197791,Donacien,752272200,183,St. Lucia,FootType.right
110861,Gardner,709763400,186,England,FootType.right
102258,Lowton,613341000,180,England,FootType.right
87282,Tonev,633990600,178,Bulgarien,FootType.both
183299,Robinson,791670600,178,Irland,FootType.right
102132,Helenius,673648200,196,Dänemark,FootType.right
49693,Weimann,681337800,179,Österreich,FootType.right
49319,Bunn,469398600,183,England,FootType.right
160080,Sylla,659824200,184,Mali,FootType.right
4277,Senderos,477174600,189,Schweiz,FootType.right
90964,Bennett,638569800,178,England,FootType.left
37397,Crespo,539814600,185,Spanien,FootType.right
110867,Steer,717193800,183,England,FootType.left
177892,Burke,748557000,180,Irland,FootType.right
126516,Luna,669155400,178,Spanien,FootType.left
3876,Cole,374013000,176,England,FootType.right
57515,Cissokho,558649800,187,Frankreich,FootType.left
42298,Wiggins,562969800,173,Wales,FootType.left
85706,Stevens,647469000,183,Irland,FootType.left
28140,Gradel,565216200,175,Elfenbeinküste,FootType.right
389152,Andrade,848089800,174,Argentinien,FootType.left
391132,Butcher,863555400,188,England,FootType.left
293450,Cargill,804889800,189,England,FootType.left
423584,Goodship,780179400,190,England,FootType.right
253677,Mings,731968200,196,England,FootType.left
4233,Federici,475965000,188,Australien,FootType.right
30697,Vlaar,477347400,189,Niederlande,FootType.right
300137,Adamonis,863469000,191,Litauen,FootType.right
13239,Bent,444861000,180,England,FootType.right
35413,Grabban,568931400,183,Jamaika,FootType.right
416622,Green,793398600,168,England,FootType.right
110858,Afobe,729462600,183,DR Kongo,FootType.right
81455,Iturbe,739139400,173,Paraguay,FootType.left
111073,Allsop,708726600,189,England,FootType.right
61572,Herd,607638600,188,Australien,FootType.right
91059,King,695421000,187,Norwegen,FootType.right
104586,Tomlin,600553800,180,England,FootType.right
67003,Partington,638915400,188,Wales,FootType.right
3634,Harte,241821000,175,Irland,FootType.left
201329,Carmichael,780611400,183,Schottland,FootType.right
66708,Büchel,615501000,187,Liechtenstein,FootType.left
255703,Cornick,797373000,180,England,FootType.right
213342,Bassele,771625800,179,England,FootType.right
262725,O'Hanlon,811974600,183,Irland,FootType.right
13443,Camp,461968200,183,Nordirland,FootType.right
146795,Fraser,762035400,163,Schottland,FootType.right
74607,Coulibaly,586902600,181,Senegal,FootType.right
225166,Wakefield,752531400,180,England,FootType.right
39699,Flahavan,281046600,180,England,FootType.right
48312,Pitman,570573000,183,Jersey,FootType.right
56829,Zubar,529187400,187,Guadeloupe,FootType.right
57410,Kermorgant,374013000,184,Frankreich,FootType.right
66996,McQuoid,629670600,177,Nordirland,FootType.right
39377,Addison,600121800,189,England,FootType.right
134293,Stockley,748038600,188,England,FootType.right
28245,Jones,465769800,187,Trinidad und Tobago,FootType.right
15838,Ward,474928200,185,England,FootType.right
76799,Britos,490393800,189,Uruguay,FootType.left
101500,Vydra,704665800,180,Tschechien,FootType.right
111508,Nyom,579213000,189,Kamerun,FootType.right
223790,Simpson,780265800,190,England,FootType.left
41112,Cholevas,457129800,184,Griechenland,FootType.left
127187,Doucouré,725833800,183,Mali,FootType.right
69001,Arlauskis,565302600,191,Litauen,FootType.left
86793,Angella,609712200,193,Italien,FootType.right
308801,Peñaranda,865024200,186,Venezuela,FootType.right
37981,Prödl,551219400,194,Österreich,FootType.right
101031,Romo,635891400,196,Venezuela,FootType.right
28261,Jurado,520374600,176,Spanien,FootType.right
92141,Ibarbo,643062600,188,Kolumbien,FootType.right
55619,Amrabat,544134600,179,Marokko,FootType.right
314959,Obbi Oulare,821046600,196,Belgien,FootType.right
129554,Berghuis,693088200,182,Niederlande,FootType.left
23197,Diamanti,420669000,180,Italien,FootType.left
21905,Behrami,482704200,184,Schweiz,FootType.right
37337,Suárez,541110600,189,Spanien,FootType.right
129868,Battocchio,697667400,169,Italien,FootType.right
148907,Murray,750285000,176,Irland,FootType.right
49399,McGugan,593728200,184,England,FootType.right
46477,Ranégie,456006600,196,Schweden,FootType.right
65255,Klose,579126600,195,Schweiz,FootType.right
177771,Smith,729981000,181,Irland,FootType.right
128229,Brady,695334600,176,Irland,FootType.left
130768,Bond,737757000,193,England,FootType.right
22598,Munari,425248200,190,Italien,FootType.right
58576,Layún,583187400,180,Mexiko,FootType.right
15888,Tőzsér,484691400,187,Ungarn,FootType.left
14008,Doyley,407536200,178,Jamaika,FootType.right
56903,Fabbrini,649369800,181,Italien,FootType.right
82281,Pinto,631657800,182,Portugal,FootType.right
162395,Belkalem,599603400,190,Algerien,FootType.left
3668,Dyer,400710600,173,England,FootType.left
44948,Forestieri,632349000,172,Italien,FootType.right
245765,Ikpeazu,793917000,190,Uganda,FootType.right
35583,Pudil,496614600,184,Tschechien,FootType.left
68283,Savic,646777800,194,Serbien,FootType.right
30333,Motta,516400200,186,Italien,FootType.right
203127,McGrandles,811888200,183,Schottland,FootType.right
343475,Godfrey,884809800,184,England,FootType.right
294057,Maddison,848694600,175,England,FootType.right
199528,Murphy,793571400,173,England,FootType.right
43193,Bennett,598393800,179,Jamaika,FootType.right
207771,Thompson,787782600,180,Wales,FootType.right
44624,Mbokani,501453000,185,DR Kongo,FootType.right
42513,Hooper,570141000,177,England,FootType.right
121388,Kean,665613000,193,England,FootType.right
203464,Loza,768515400,178,Jamaika,FootType.right
167265,McGeehan,797113800,180,Nordirland,FootType.right
41355,van Wolfswinkel,601849800,186,Niederlande,FootType.right
38388,Odjidja-Ofoe,604009800,185,Belgien,FootType.right
49327,Johnson,546553800,183,England,FootType.left
36884,Lafferty,558736200,193,Nordirland,FootType.right
12127,Turner,437171400,193,England,FootType.right
196722,Matthews,760825800,192,England,FootType.right
199527,Murphy,793571400,173,England,FootType.right
87789,Andreu,580249800,178,Frankreich,FootType.both
323652,Adams,821651400,178,Gambia,FootType.right
62945,Hernández,608502600,182,Spanien,FootType.right
274839,Ndidi,850681800,183,Nigeria,FootType.right
73522,James,680128200,181,England,FootType.right
257293,Maddison,778624200,183,England,FootType.right
157506,Schlupp,725056200,178,Ghana,FootType.left
174915,Slimani,582582600,188,Algerien,FootType.right
129893,Wagué,667081800,191,Mali,FootType.right
271997,Elder,791152200,180,Australien,FootType.left
88590,Mustafi,703456200,184,Deutschland,FootType.right
16576,Cuéllar,367360200,190,Spanien,FootType.right
70245,Miquel,717625800,189,Spanien,FootType.left
426426,Gordon,781734600,178,England,FootType.right
23218,Garrido,479680200,179,Spanien,FootType.left
111455,Xhaka,717539400,186,Schweiz,FootType.left
284763,Cain,761517000,182,England,FootType.right
3357,Schwarzer,87165000,0,Australien,FootType.right
246579,Kapustka,851286600,179,Polen,FootType.right
111051,Mendy,709245000,167,Senegal,FootType.right
21327,Zieler,603232200,188,Deutschland,FootType.right
